path	type	size_bytes	sha256	mtime_epoch	decision
wuchang_cognition_archive/spatial/README_空間邏輯系統.txt	file	650	343430c8ac56c53c7554ffea1604d7dc96bb14626dd2847a085c560de3a8a01a	1777912861	archive_and_stage
wuchang_cognition_archive/odoo/02_Odoo分公司_商業_物管_基金_咖啡館_開發部門.txt	file	1100	4d41c06ea2e06214e057b9844b2f65c1ca65668afc4b43aaebb28b94c9f26909	1777912664	archive_and_stage
wuchang_cognition_archive/odoo/01_Odoo資料管理與權限管理分家.txt	file	921	8f704de567a2e84772478a9d679117c62d447dea82b598291b67f3722d805575	1777912664	archive_and_stage
wuchang_cognition_archive/odoo/ODOO_BRANCH_ACCOUNT_BOOK_PUBLIC_PLATFORM_20260505_005418.txt	file	1207	495279b86d97eca97292373e3d061b35de70f376a5d93c32cf7594db22942914	1777913658	archive_and_stage
wuchang_cognition_archive/deploy/WUCHANG_DNS_MANUAL_ONLY_POLICY_20260505_015919.txt	file	1593	508f5b22498707909e505b513d061d9d214b4ad18b34b6e72ebdefbef6638c08	1777917559	archive_and_stage
wuchang_cognition_archive/deploy/WUCHANG_VPN_INTERNAL_DEPLOYMENT_20260505_015546.txt	file	762	78bb5b7908c9232a3e5823bca662e3d72909212fa5214c3e6efd8466f6093e6c	1777917346	archive_and_stage
wuchang_cognition_archive/voice/DYNAMIC_QR_VOICE_RIGHTS_LOADING_20260505_014130.txt	file	1599	d7c5edc8109b38f3e2dbc142d6924051dce1411a86484b66ab2cbc7e78be30a3	1777916490	archive_and_stage
wuchang_cognition_archive/fund/01_群體資訊與五常社區資訊發展基金.txt	file	1336	742e35bcb6f7717a5601247ab4cf7cdfbc1288d954246ca223d8d809a9b8829c	1777912664	archive_and_stage
wuchang_cognition_archive/fund/02_團體會員算力貢獻與數位資訊使用權.txt	file	1109	ece0bf1c12be6ca95ec855ee2326017d99cb93b436bbba4120503f7b013885fb	1777912664	archive_and_stage
wuchang_cognition_archive/prefix/XIAOJ_BYLAW_COMMUNITY_DEVELOPMENT_CONCEPT_20260505_011535.txt	file	3610	b2f8cc038d77cf775a7addeed213113d964d7bdfdca6797beb86cbd1b71dff2d	1777914935	archive_and_stage
wuchang_cognition_archive/prefix/00_小J總前綴_數位孿生妹妹_收斂版.txt	file	2097	d3e23c623aa90bd283a6919e31cf7468f9cf3cb2583aefe777373891fd282829	1777912664	archive_and_stage
wuchang_cognition_archive/website/WUCHANG_HOMEPAGE_IMAGE_LAYOUT_20260505_015200.md	file	590	d7f019a6ebb1fb4a88d4d24bcfb6e51fdaa8d98a90e9c339cade1bc4d238e907	1777917120	archive_and_stage
wuchang_cognition_archive/google/01_GoogleWorkspace組織政策與API調用.txt	file	1138	61f381ec980952e83ffdaca1ea9e65842f106133bd6a15dacb1875b60b33540b	1777912664	archive_and_stage
wuchang_cognition_archive/google/02_GoogleGroups與子網域對齊.txt	file	1280	1427a3b2ba3db5d1f191e95ad7401ef19767fcc2c3e6e863bd8c1cca642f8793	1777912664	archive_and_stage
wuchang_cognition_archive/WUCHANG_COGNITION_MASTER_20260505_003744.txt	file	18720	e34e8a953529559aa0304cfa5eb5a71e340e90bf7d8550d9e706df5a6e39f223	1777912664	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_BYLAW_COMMUNITY_DEVELOPMENT_AUTHORITY_20260505_011535.txt	file	590	ab63410973aa935dd5a7e2a33fd0c984be835d44c8ebe67a84bf8e3b251a99c2	1777914935	archive_and_stage
wuchang_cognition_archive/evidence/SHA256SUMS_20260505_003744.txt	file	2575	c88c8605b8058527007144621837267a23d97082d4c034758164b47b82947270	1777912664	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_WUCHANG_HOMEPAGE_20260505_015200.txt	file	466	e1a71ad07178dbf309f59752bdf177d76ffcf52cbf5f17b1121031ce38b1a1af	1777917120	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_OPENAI_GRATITUDE_LETTER_SENT_20260505_024459.txt	file	262	adde758160042d37188f4f7a3a55c6ac88f439c7b30542c5e95e544727a95dec	1777920299	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_WUCHANG_VPN_INTERNAL_DEPLOYMENT_20260505_015546.txt	file	386	2f9db446d45b814b1303f6e7a8ad48a72bd9187a18869c31cfb0b28f66908a07	1777917346	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_DNS_MANUAL_ONLY_POLICY_20260505_015919.txt	file	373	a0bd15593ceaf017cd5b331ae3e3d3f284ff03de1fdb6e101088deb0bdcba4ce	1777917559	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_DYNAMIC_QR_VOICE_RIGHTS_LOADING_20260505_014130.txt	file	262	f0d9c0a0f284c214c0c3f6e4df9af857cccf85c866761c3aba1fbacf029a9fd8	1777916490	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_SPATIAL_20260505_004101.txt	file	130	c2162e4cda8da521a8a19b72d479c8be6317363fd0e41a33578970160f209f16	1777912861	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_ODOO_ACCOUNT_BOOK_PUBLIC_PLATFORM_20260505_005418.txt	file	278	80cae70f18938f1d04fc978efbf476db3b7fadad9ffa217a78d7c5847ed430fa	1777913658	archive_and_stage
wuchang_cognition_archive/evidence/SHA256_XIAOJ_LIVE_BROWSER_OPERATOR_20260505_021828.txt	file	276	cf3f8bff3d19dd79ca7de7a2388d612f97fc0beef30a9c09ecb17965fe14088a	1777918708	archive_and_stage
Taiji_Hub.tar.gz	file	45	85cea451eec057fa7e734548ca3ba6d779ed5836a3f9de14b8394575ef0d7d8e	1777922330	archive_and_stage
wuchang_cognition_archive_20260505_003744.tar.gz	file	11904	96d6bd51d657133602951e1b1df719bea414e8d83c8628513663e1f01df3c5a4	1777912664	archive_and_stage
wuchang_cognition_archive_20260505_003744.tar.gz.sha256	file	115	7b418cafc5017700b3334a21401d2f2c58cabd2d4b7b3db790467c36046d6c8f	1777912664	archive_and_stage
.venv-browser/include/site/python3.12/greenlet/greenlet.h	file	4755	b33e69611490a9e7603add80320c4b65d4e33bea9caff24cbe0884251f48009f	1777918570	archive_and_stage
.venv-browser/pyvenv.cfg	file	180	42b2cd5b4b58faf7581b3bd1f165b8e1195e37e0255f53c6a3c1470c9f9a4352	1777918566	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info/METADATA	file	3259	c138378fe8f18934ac99de060535c53ec6c13aeed65e94c32641da7ee3192a72	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info/RECORD	file	580	02f70a4ed6f81c3298a0024ca9dcc6807360938d388360ce3b768243f719cdce	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info/INSTALLER	file	4	ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info/licenses/LICENSE	file	13936	3b2f81fe21d181c499c59a256c8e1968455d6689d269aa85373bfb6af41da3bf	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info/WHEEL	file	82	1b68144734c4b66791f27add5d425f3620775585718a03d0f9b110ba3a4d88db	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/asyncio.py	file	5655	5b2a46661b00f08876efb9ff4d95c1a2518c5839fad0db3dc410d457fc7474af	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__init__.py	file	762	aa4f9a8ede4618ab005b60bf8751769ed424bbdc65ae0a65ed025aebebad9b81	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/trio.py	file	4608	c338ed0490030ce39af8c7349e17df2f727fc68c1edc53ae8acd5cc2755518bb	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/executor.py	file	2528	566a5bb888db751aa0c328b686510fcb94f06b6b7f1ca5e944d50259cef2c3f5	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/uplift.py	file	6580	09835503965e8bcea9562eb8bf4278fa5881eb036a6857ac677f4053aa29e1fc	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/asyncio.cpython-312.pyc	file	7283	11e1a6f034f219ed1ea5fe9059c13afe2ed6c2de3679fa801ec5b443b3c28407	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/uplift.cpython-312.pyc	file	7370	0deabc7c4a344a42e3e3188565457a8d1aa8478d5d31254589d565b0eca937f2	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/base.cpython-312.pyc	file	12055	a236073e91562c122c711a8df9c332590d54ffc645d70dd2ddaa44b1d86ad8c5	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/executor.cpython-312.pyc	file	3934	63f9dc2fbb1689987e6a5b7dfc06dfc00a95a8b3b7a6c9a7d1393045c52ca9e1	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/trio.cpython-312.pyc	file	6357	d883c98a03dd0b12345560cdf403d8197c66de3940a19c0be1472f6a3192c163	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/twisted.cpython-312.pyc	file	4213	7baa9dea1c4f12e47a8dd34136496db474abcc8d88b79a038b34242ada5fd9d0	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/__init__.cpython-312.pyc	file	936	c8933cc5b71beef3872b1f54563c148b7d4d7c1482b1a0e366f78e5f470c2371	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/__pycache__/cls.cpython-312.pyc	file	5054	9773bcb61e7ea4130f21cf730b0d2778c6cc120de2e3e494a1afb35bcc7a24bc	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/py.typed	file	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/base.py	file	8547	4b39e4d616ba26df139d4c6f43c35e650a7b3b01a91c5cbc65dd1deafb892b6f	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/twisted.py	file	2979	8edf2c192330f4ec3bb078354e4f57afd6f70c8241bc837f290439bc6d3e77d3	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pyee/cls.py	file	2952	75821cc1fbb36a79fa29beeb2e0cf49a649c22ee9f17409ea28728257627b8d0	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/typing_extensions.py	file	160429	433d11d170d3a24d2eb065ebc1bfe848cea7e3d7ce68567ab52bea2d4c2f7ed8	1777918570	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/__init__.py	file	355	a009359c5a4b994552e4b9fb371bcda06527e55927e851908cf68d0dff10f299	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/package_data.py	file	21	0bf8c7273997f0f238c6ad23a7399c4ccc696f9943b2ae28e55cb1433955ad91	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/core.py	file	12813	9240853493ab13a2375b00535dc18db9cdb857f41943c0142c4e8461ed621e55	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/codec.py	file	3374	ea5cb9a1d29faabcad293f7fed4ae51a49479dfd4348adabf42e9c48ce2c6b6f	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/uts46data.py	file	206539	cef8d9536e2ce7cfee012f39d0c71dd0d9c3d17eff802300323cd634879425d7	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__init__.py	file	849	28940dd5e401afc8882b948aac9e3b957bf11b4049ecb9b7f16e334f4bfff259	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/compat.py	file	321	d3fb0e114313e02570f5da03defc91857f345f5f4fc2a168501b3b816b05304e	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/intranges.py	file	1881	601af87d162e587ee44ca4b6b579458ccdb8645d4f76f722afe6b2c278889ea8	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/compat.cpython-312.pyc	file	895	10770664343d1506b77390161101a6e6c4e77fc0399b8ec56a264ac17c46099e	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/package_data.cpython-312.pyc	file	224	0d97f083850af4c6419a7b084bbd274d879d3a378b48814aad9154cb45c9080b	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/codec.cpython-312.pyc	file	4641	d53fb214a37997c00b18972147264e7ccc44b894e1e1110bf2931d29912161b1	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/__init__.cpython-312.pyc	file	889	d2fb126af5c1212d8478deb81eb5caad7995fafe7813e064aa483a6b81ac928a	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/core.cpython-312.pyc	file	16031	7c774646e0ba9c5d5bb774d1b152ebb8f0c3620c68ff94ecab1332548cb295f6	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/uts46data.cpython-312.pyc	file	158878	742204ebd2017f0b70e89ce0d4e9d9b57508da4e71afc55dc592965d08fa6b5a	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/idnadata.cpython-312.pyc	file	99505	6f53d6ec39233dcad9e45167912d48b8920341e67cd97ce89695a7a8bddfc7b0	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/__pycache__/intranges.cpython-312.pyc	file	2646	7e002d9ddb6f790ac802bdee6572fdd07c549ceff0e6a372fc6f689e0b671a62	1777918568	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/idna/idnadata.py	file	78344	f4d2214ea0b6a6252978830e199f41bbfede00543e21cf1390ffe13b35299c37	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/segment.py	file	24247	5cb9c9105bdc5776e3695ccc3542627a6de7f25bef23d4c9e4f4eef881b6b938	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/syntax.py	file	35173	8e00e25422ba72947436604ea59988bbe51de1e696edf1ef8c96640db8e97120	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/progress.py	file	59706	9f8285f6f932f3fe6261e5dcc993c4bf3c8ba655a50ef14b90ce4923406cd3c0	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/tree.py	file	9169	04c6d460d8d2f6ea1d34f7efb58fe8766534f4603943370c6d0e5c2598659502	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/constrain.py	file	1288	d5520fb82f0082d296adc9dc42b8c1758a80dc9556cacbba8d9a35aeb87b73b4	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/abc.py	file	890	38df84f99a924a1799f3c56b297d8cdcf5e915b18451464f31afc07f497ee1fd	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/terminal_theme.py	file	3370	d63e7eb9f25f9ef940a3942c8bf0026625c39b0317cea826141c8e6d3f7ec896	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_log_render.py	file	3225	d41c88d0f035669c5963708624e2b9e218e5ab85fe073fdba088c8a8277c2a7b	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/palette.py	file	3396	9489ef4753830d3d9fdd464c7cbd60aeaedd63fa4374a1f0e1b75480e19a3386	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_wrap.py	file	1840	c5f57ff6dd1283aaf38a69ab0ebbbc7c25665256a56007072c37eb2599db6f04	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/color.py	file	18224	f4687de7c5377fbe5655d2d3782d14f679064e7da7d309e88caa49ea34049081	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/styled.py	file	1258	799367cc6ac8e248bfe78a606373a3d13fb1de5c5d5d3621e3faf20c1db8c015	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/region.py	file	166	acd4fdc59ad56536085d90b43589f8d42250c1835b47e29e70f3b14e042f07c6	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/padding.py	file	4970	913146b1d19ed28b3bb572e71caa704c8f7409712fadc79e6460ac866272e73c	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_windows.py	file	1926	76f365f5399f3f3355c622a4e560c58a112b679efdea0d940bdf8a186c9f5e69	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/align.py	file	10368	262f98a247e48677deff1326af82128d9074ed3257820042398a186be1c302bf	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/emoji.py	file	2501	a264c5f5ab1a027b0ce322d8f78791ffd7604514a6d651d4b335f6d03d726024	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/__init__.py	file	6090	751c6320bf926c5558d2adc88d232b7e00531eb9b52d90e02ceca0541c226197	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/ansi.py	file	6906	883eb9df6418aa7066ea1003ba52a3ad5f25f24149fbd7c4568a072471f784c8	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_inspect.py	file	9695	a19246c37d5eeb87705d20a6ac39ef65bc156f564a8567d4f30237556a218c99	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/prompt.py	file	11303	c74996fa920fa1d24ce2bcba82b82698bae5f15669f7d92a72676705eef46180	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/__main__.py	file	8478	4d3f2c6fd3d39ec9ca861ac6b8790b3748dd37476d2a1b4f904afd0a27436cf3	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/status.py	file	4425	809b085c865e4a8deeacecb14548ece95ae15f9099ac0d0dc4843e7718429f0a	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/rule.py	file	4602	d1f35a4bf68445add43117374f958ca4dfecba6b43c5f6a8af6cb7a1fd5fb419	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/jupyter.py	file	3252	432a0aa04ffc21d09baed8921e9f53b1348dc931d8d053b9c2113b8ce4ddf541	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/filesize.py	file	2508	f5f4cb00f080c079815dd46feca654d7de234a036b45be96c7b448a0182a78a6	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/box.py	file	9842	149ea72378c3ee1d97345535dfc6c952dd8762658e9516e5b68084b8801985ec	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/panel.py	file	10574	c0631ee3427c2821a04283342f28d112b986224bf66ec600ef54425d3843d311	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_null_file.py	file	1387	b4649793fbfe21999b8f5180cc78adf00de460840c882a55b0215fb02fbf289e	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_cell_widths.py	file	10096	da7e048898b75fdb2a22ad0ed7a91467fcf2e9460c777c457c286529f9d6d477	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/columns.py	file	7131	1d45f429c326f5db0a362d757d36e233f876883b65f3248269573195a944ceaf	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/repr.py	file	4431	f59f28b4e98cfadcb19f24e876f5e579cb4feb49706a18c68834eb6ebc4f4938	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/console.py	file	99218	a43be46cb92fb5920c230431fe3919fac7b2365e331812ef897a165ed7bd7f08	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_emoji_replace.py	file	1064	9fe91c7adb04531d99526850adf78c35cfad79e1a1a6e490e45f153c1b32bc3a	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/live_render.py	file	3667	cc4966dcfadf488be339c7b6f331131cc2147fda45612500e68d007e58143fae	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/default_styles.py	file	8082	f857b7d7c90c548fc8c1c88ae4f3a94e170ed3ef43609ebb4d900de839669663	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/markup.py	file	8198	c73178b8069f884784603258b7fbd49c9386a1353c46b1fe3c7ed67166178c28	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/protocol.py	file	1391	e611c70c3347724764f22587e7311b8becee215485e616d4da3228e3b47b9531	1777918567	archive_and_stage
.venv-browser/lib/python3.12/site-packages/pip/_vendor/rich/_win32_console.py	file	22820	3f4bf12367dc9ddca6d545354b7ed703343342793263b62a00a9b19b6e3f82e8	1777918567	archive_and_stage
