path	bucket	owner	decision	reason
evidence/verification/git_precommit_gate_20260607_120235/cached_sensitive_name_check.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_20260607_120235/cached_size_check.tsv	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_20260607_120235/diff_check.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_20260607_120235/report.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_fix_20260607_120340/cached_secret_scan.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_fix_20260607_120340/diff_check.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_fix_20260607_120340/gitignore.dedup	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_fix_20260607_120340/report.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_precommit_gate_fix_20260607_120340/sensitive_name_check.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_20260607_121515/diff_check.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_20260607_121515/gitignore.dedup	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_20260607_121515/report.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_20260607_121515/secret_hits.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_20260607_121515/staged_files.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_residual_cleanup_fix_20260607_121608/secret_hits.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_status_final_clean_20260607_121735/gitignore.dedup	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
evidence/verification/git_unknown_intent_decision_20260607_113807/secret_scan.txt	EVIDENCE_VERIFICATION_LEDGER	EVIDENCE_LEDGER_WORKCELL	REVIEW_COMMIT_OR_ARCHIVE	verification evidence
git_space/bundles/20260606_194327/taiji_hub_main_20260606_194327_fad20bd.bundle	BUNDLE_HOLD	BUNDLE_CUSTODY_WORKCELL	HASH_SIZE_REVIEW_NO_COMMIT_RAW	bundle artifact
git_space/bundles/20260606_203529/taiji_hub_main_20260606_203529_09e5bcf.bundle	BUNDLE_HOLD	BUNDLE_CUSTODY_WORKCELL	HASH_SIZE_REVIEW_NO_COMMIT_RAW	bundle artifact
git_space/bundles/taiji_hub_20260605_182104.bundle	BUNDLE_HOLD	BUNDLE_CUSTODY_WORKCELL	HASH_SIZE_REVIEW_NO_COMMIT_RAW	bundle artifact
intent_discovery_after_delete_20260606_015527/xiaoj_kernel.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
patent_recovery_pack/W7TP_ARCHITECTURE_MAPPING.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
patent_recovery_pack/W7TP_CORE_DESIGN_FILES.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
patent_recovery_pack/W7TP_DESIGN_EVIDENCE_INDEX.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
patent_recovery_pack/intent_discovery_238_manifest.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
patent_recovery_pack/intent_discovery_238_sha256.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/context_packet.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/intent_field_hallucination_test.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/intent_flow_cache_policy.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/intent_manager.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/intent_state.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/merlin_intent_driver.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/semantic_compression_engine.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/wuchang_gemini_router.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovered_nl_intent_program_candidates_20260606_215308/files/wuchang_llm_core.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_evidence_20260606/W7TP_ARCHITECTURE_MAPPING.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_evidence_20260606/W7TP_CORE_DESIGN_FILES.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_evidence_20260606/intent_discovery_238_manifest.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_evidence_20260606/intent_discovery_238_sha256.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/02_edge_nodes/openwebui/node_boot.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/AI_CURRENT_STATE.mtl.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/INTENT_DISCOVERY_MODULE_INDEX.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/INTENT_DISCOVERY_REBUILD_MATRIX.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/LANDING_READINESS_GAP_LIST.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/SYSTEM_COMPLETION_CONVERGENCE.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/T093_RECHECK_BLOCKER_AFTER_DIRECT_LANDING.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/T093_XIAOJ_REVIEW.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/T094_XIAOJ_REVIEW.yaml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/TAIJI_RUNTIME_MASTER_FILELIST.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_AutoBuild/scripts/06_metric_predictive_alert.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Claw_Safe/app/main.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Device_Resilience_Adapter/app/main.py	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/architecture/layers_standards.yml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/auto_push_or_archive_20260531_223533.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/deployments/cafe_main_redeploy_status.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/economy/community_micro_economy_manifest_2026-05-12.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/economy/sovereign_economic_engine_v8_invariants_2026-05-12.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/economy/sovereign_economic_engine_v8_manifest_2026-05-12.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/focused_governed_hive_push_20260531_223427.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/full_system_module_feature_compare_20260531_225818.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/git_rebuild/git_status_before_M011_20260601_173624.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/global_remaining_human_review.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/identity/digital_identity.yml	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/identity/wuchang_association_legal_profile_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/identity/wuchang_association_legal_profile_v2_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/p1_p2_human_review_candidates.txt	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/pm3_runtime_sync_source_truth_20260531_200753.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/community_association_data_authority_policy_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/development_efficiency_first_policy_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/information_custodian_accountability_statement_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/member_information_sealed_vault_policy_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/member_information_vault_d_drive_policy_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/policies/unique_ai_window_partition_policy_2026-05-12.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/progress/completion_dashboard_blocks_2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/progress/taiji01_topology_brain_transfer_progress_2026-05-14.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/progress/taiji_hub_architecture_completion_dashboard_v2026-05-11.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/active_intent_flow_cache_policy.manifest.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/active_intent_flow_cache_policy_2026-05-12.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/business_entity_subject_mapping_2026-05-12.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/community_branch_group_member_mapping.manifest.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/dependency_links_2026-05-12.csv	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/dependency_relocation_plan_2026-05-12.jsonl	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/dependency_relocation_verify_2026-05-12.jsonl	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/host_restructure/taiji01_host_inventory_20260511T170226Z.jsonl	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/local_machine_gateway_control_2026-05-13.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/system_info/wuchang_jurisdiction_coordinate_analysis_2026-05-12.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/task_force/task_force_dispatch_manifest_2026-05-12.json	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/total_field_duplicate_development_audit_20260531_225228.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/worklist/worklist.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/workspace_unclassified_inventory_20260601_152523.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
recovery_program_nl_question_completion_20260606_214738/candidates/current/Taiji_Governance/wuchang_universe_misplaced_file_packet_20260531_200715.md	RECOVERY_ARTIFACT_HOLD	RECOVERY_EVIDENCE_WORKCELL	REVIEW_COMMIT_INDEX_OR_ARCHIVE	recovery artifact
